Run Beam Mode DLY | iEta iPhi Imon VDrift Gain f_Ar f_CO f_CF4 | IPreAmpI IPreAmpF IPreAmpO IShaper IShaperFeed IComp MSPL Lat Thresh | Sigma_Histo Sigma_Gaus Sigma_Cont Sigma_Num | Pk1_Pos Pk1_Int Pk2_Pos Pk2_Int Pk3_Pos Pk3_Int
671 211 1 24.00 |  5 2 775.00 3643.27 3923.06 45.00 15.00 40.00 | -1 -1 -1 -1 -1 75 1 -1 1.20 |  14.46 -1.00 -1.00 -1.00 |  328.50 2544.00 305.50 1854.00 352.50 255.00
674 211 1 0.00 |  5 2 691.00 3248.39 413.40 45.00 15.00 40.00 | -1 -1 -1 -1 -1 75 1 -1 1.20 |  26.42 -1.00 -1.00 -1.00 |  306.50 195.00 282.50 190.00 259.50 71.00
676 211 1 4.00 |  5 2 691.00 3248.39 413.40 45.00 15.00 40.00 | -1 -1 -1 -1 -1 75 1 -1 1.20 |  21.35 -1.00 -1.00 -1.00 |  286.50 198.00 310.50 166.00 262.50 99.00
678 211 1 8.00 |  5 2 691.00 3248.39 413.40 45.00 15.00 40.00 | -1 -1 -1 -1 -1 75 1 -1 1.20 |  22.38 -1.00 -1.00 -1.00 |  290.50 205.00 313.50 134.00 266.50 98.00
680 211 1 12.00 |  5 2 691.00 3248.39 413.40 45.00 15.00 40.00 | -1 -1 -1 -1 -1 75 1 -1 1.20 |  24.16 -1.00 -1.00 -1.00 |  293.50 240.00 270.50 129.00 317.50 112.00
682 211 1 16.00 |  5 2 691.00 3248.39 413.40 45.00 15.00 40.00 | -1 -1 -1 -1 -1 75 1 -1 1.20 |  22.56 -1.00 -1.00 -1.00 |  297.50 190.00 274.50 159.00 321.50 89.00
684 211 1 20.00 |  5 2 691.00 3248.39 413.40 45.00 15.00 40.00 | -1 -1 -1 -1 -1 75 1 -1 1.20 |  22.37 -1.00 -1.00 -1.00 |  301.50 187.00 277.50 166.00 324.50 72.00
686 211 1 24.00 |  5 2 691.00 3248.39 413.40 45.00 15.00 40.00 | -1 -1 -1 -1 -1 75 1 -1 1.20 |  21.22 -1.00 -1.00 -1.00 |  281.50 195.00 305.50 177.00 258.50 64.00
688 211 1 0.00 |  5 2 828.00 3892.43 16226.51 45.00 15.00 40.00 | -1 -1 -1 -1 -1 75 1 -1 1.20 |  12.02 -1.00 -1.00 -1.00 |  330.50 2762.00 353.50 1979.00 306.50 33.00
690 211 1 4.00 |  5 2 828.00 3892.43 16226.51 45.00 15.00 40.00 | -1 -1 -1 -1 -1 75 1 -1 1.20 |  10.90 -1.00 -1.00 -1.00 |  333.50 3486.00 357.50 1227.00 310.50 65.00
692 211 1 8.00 |  5 2 828.00 3892.43 16226.51 45.00 15.00 40.00 | -1 -1 -1 -1 -1 75 1 -1 1.20 |  10.18 -1.00 -1.00 -1.00 |  337.50 3853.00 361.50 711.00 314.50 230.00
694 211 1 12.00 |  5 2 828.00 3892.43 16226.51 45.00 15.00 40.00 | -1 -1 -1 -1 -1 75 1 -1 1.20 |  9.39 -1.00 -1.00 -1.00 |  341.50 4006.00 317.50 470.00 364.50 283.00
696 211 1 16.00 |  5 2 828.00 3892.43 16226.51 45.00 15.00 40.00 | -1 -1 -1 -1 -1 75 1 -1 1.20 |  10.04 -1.00 -1.00 -1.00 |  345.50 3775.00 321.50 889.00 368.50 97.00
698 211 1 20.00 |  5 2 828.00 3892.43 16226.51 45.00 15.00 40.00 | -1 -1 -1 -1 -1 75 1 -1 1.20 |  11.42 -1.00 -1.00 -1.00 |  348.50 3204.00 325.50 1543.00 372.50 41.00
700 211 1 24.00 |  5 2 828.00 3892.43 16226.51 45.00 15.00 40.00 | -1 -1 -1 -1 -1 75 1 -1 1.20 |  12.13 -1.00 -1.00 -1.00 |  329.50 2432.00 352.50 2274.00 305.50 26.00
702 13 1 20.00 |  5 2 733.00 3445.83 1273.49 45.00 15.00 40.00 | -1 -1 -1 -1 -1 75 1 -1 1.20 |  16.14 -1.00 -1.00 -1.00 |  301.50 1896.00 325.50 617.00 277.50 598.00
704 13 1 24.00 |  5 2 733.00 3445.83 1273.49 45.00 15.00 40.00 | -1 -1 -1 -1 -1 75 1 -1 1.20 |  16.19 -1.00 -1.00 -1.00 |  305.50 1856.00 281.50 824.00 328.50 350.00
706 13 1 0.00 |  5 2 817.00 3840.72 12085.14 45.00 15.00 40.00 | -1 -1 -1 -1 -1 75 1 -1 1.20 |  11.54 -1.00 -1.00 -1.00 |  330.50 1888.00 353.50 840.00 306.50 47.00
708 13 1 4.00 |  5 2 817.00 3840.72 12085.14 45.00 15.00 40.00 | -1 -1 -1 -1 -1 75 1 -1 1.20 |  10.25 -1.00 -1.00 -1.00 |  333.50 2192.00 357.50 453.00 310.50 103.00
710 13 1 8.00 |  5 2 817.00 3840.72 12085.14 45.00 15.00 40.00 | -1 -1 -1 -1 -1 75 1 -1 1.20 |  9.92 -1.00 -1.00 -1.00 |  337.50 2304.00 361.50 244.00 314.50 227.00
712 13 1 12.00 |  5 2 817.00 3840.72 12085.14 45.00 15.00 40.00 | -1 -1 -1 -1 -1 75 1 -1 1.20 |  9.90 -1.00 -1.00 -1.00 |  341.50 2241.00 317.50 445.00 364.50 75.00
714 13 1 16.00 |  5 2 817.00 3840.72 12085.14 45.00 15.00 40.00 | -1 -1 -1 -1 -1 75 1 -1 1.20 |  11.47 -1.00 -1.00 -1.00 |  345.50 1933.00 321.50 828.00 368.50 32.00
716 13 1 20.00 |  5 2 817.00 3840.72 12085.14 45.00 15.00 40.00 | -1 -1 -1 -1 -1 75 1 -1 1.20 |  12.33 -1.00 -1.00 -1.00 |  348.50 1483.00 325.50 1277.00 301.50 22.00
718 13 1 24.00 |  5 2 817.00 3840.72 12085.14 45.00 15.00 40.00 | -1 -1 -1 -1 -1 75 1 -1 1.20 |  12.00 -1.00 -1.00 -1.00 |  329.50 1787.00 352.50 952.00 305.50 38.00
720 13 1 0.00 |  5 2 806.00 3789.01 9000.74 45.00 15.00 40.00 | -1 -1 -1 -1 -1 75 1 -1 1.20 |  10.90 -1.00 -1.00 -1.00 |  330.50 2131.00 353.50 493.00 306.50 129.00
722 13 1 4.00 |  5 2 806.00 3789.01 9000.74 45.00 15.00 40.00 | -1 -1 -1 -1 -1 75 1 -1 1.20 |  10.75 -1.00 -1.00 -1.00 |  333.50 2198.00 357.50 316.00 310.50 241.00
724 13 1 8.00 |  5 2 806.00 3789.01 9000.74 45.00 15.00 40.00 | -1 -1 -1 -1 -1 75 1 -1 1.20 |  10.90 -1.00 -1.00 -1.00 |  337.50 2164.00 314.50 500.00 361.50 128.00
726 13 1 12.00 |  5 2 806.00 3789.01 9000.74 45.00 15.00 40.00 | -1 -1 -1 -1 -1 75 1 -1 1.20 |  12.17 -1.00 -1.00 -1.00 |  341.50 1826.00 317.50 872.00 364.50 51.00
728 13 1 16.00 |  5 2 806.00 3789.01 9000.74 45.00 15.00 40.00 | -1 -1 -1 -1 -1 75 1 -1 1.20 |  12.36 -1.00 -1.00 -1.00 |  345.50 1411.00 321.50 1337.00 297.50 18.00
730 13 1 20.00 |  5 2 806.00 3789.01 9000.74 45.00 15.00 40.00 | -1 -1 -1 -1 -1 75 1 -1 1.20 |  12.19 -1.00 -1.00 -1.00 |  325.50 1726.00 348.50 1010.00 301.50 45.00
733 13 1 24.00 |  5 2 806.00 3789.01 9000.74 45.00 15.00 40.00 | -1 -1 -1 -1 -1 75 1 -1 1.20 |  11.24 -1.00 -1.00 -1.00 |  328.50 2068.00 352.50 600.00 305.50 105.00
734 13 1 0.00 |  5 2 785.00 3690.28 5128.19 45.00 15.00 40.00 | -1 -1 -1 -1 -1 75 1 -1 1.20 |  12.80 -1.00 -1.00 -1.00 |  329.50 1918.00 306.50 642.00 353.50 181.00
737 13 1 4.00 |  5 2 785.00 3690.28 5128.19 45.00 15.00 40.00 | -1 -1 -1 -1 -1 75 1 -1 1.20 |  13.40 -1.00 -1.00 -1.00 |  333.50 1582.00 310.50 1045.00 357.50 117.00
738 13 1 8.00 |  5 2 785.00 3690.28 5128.19 45.00 15.00 40.00 | -1 -1 -1 -1 -1 75 1 -1 1.20 |  13.63 -1.00 -1.00 -1.00 |  313.50 1378.00 337.50 1313.00 361.50 56.00
741 13 1 12.00 |  5 2 785.00 3690.28 5128.19 45.00 15.00 40.00 | -1 -1 -1 -1 -1 75 1 -1 1.20 |  12.68 -1.00 -1.00 -1.00 |  317.50 1788.00 341.50 853.00 294.50 100.00
742 13 1 16.00 |  5 2 785.00 3690.28 5128.19 45.00 15.00 40.00 | -1 -1 -1 -1 -1 75 1 -1 1.20 |  12.00 -1.00 -1.00 -1.00 |  321.50 2032.00 344.50 590.00 298.50 157.00
745 13 1 20.00 |  5 2 785.00 3690.28 5128.19 45.00 15.00 40.00 | -1 -1 -1 -1 -1 75 1 -1 1.20 |  12.05 -1.00 -1.00 -1.00 |  325.50 2085.00 348.50 389.00 301.50 317.00
746 13 1 24.00 |  5 2 785.00 3690.28 5128.19 45.00 15.00 40.00 | -1 -1 -1 -1 -1 75 1 -1 1.20 |  12.33 -1.00 -1.00 -1.00 |  328.50 1981.00 305.50 555.00 352.50 192.00
749 13 1 0.00 |  5 2 827.00 3887.73 15797.63 45.00 15.00 40.00 | -1 -1 -1 -1 -1 75 1 -1 1.20 |  12.13 -1.00 -1.00 -1.00 |  330.50 1529.00 353.50 1231.00 306.50 20.00
750 13 1 4.00 |  5 2 827.00 3887.73 15797.63 45.00 15.00 40.00 | -1 -1 -1 -1 -1 75 1 -1 1.20 |  11.34 -1.00 -1.00 -1.00 |  333.50 1987.00 357.50 738.00 310.50 48.00
753 13 1 8.00 |  5 2 827.00 3887.73 15797.63 45.00 15.00 40.00 | -1 -1 -1 -1 -1 75 1 -1 1.20 |  9.61 -1.00 -1.00 -1.00 |  337.50 2337.00 361.50 360.00 314.50 105.00
754 13 1 12.00 |  5 2 827.00 3887.73 15797.63 45.00 15.00 40.00 | -1 -1 -1 -1 -1 75 1 -1 1.20 |  8.47 -1.00 -1.00 -1.00 |  341.50 2427.00 317.50 237.00 364.50 122.00
757 13 1 16.00 |  5 2 827.00 3887.73 15797.63 45.00 15.00 40.00 | -1 -1 -1 -1 -1 75 1 -1 1.20 |  9.50 -1.00 -1.00 -1.00 |  345.50 2295.00 321.50 440.00 368.50 52.00
758 13 1 20.00 |  5 2 827.00 3887.73 15797.63 45.00 15.00 40.00 | -1 -1 -1 -1 -1 75 1 -1 1.20 |  11.39 -1.00 -1.00 -1.00 |  348.50 1835.00 325.50 923.00 372.50 14.00
761 13 1 24.00 |  5 2 827.00 3887.73 15797.63 45.00 15.00 40.00 | -1 -1 -1 -1 -1 75 1 -1 1.20 |  12.09 -1.00 -1.00 -1.00 |  329.50 1422.00 352.50 1353.00 305.50 15.00
762 13 1 0.00 |  5 2 795.00 3737.29 6703.54 45.00 15.00 40.00 | -1 -1 -1 -1 -1 75 1 -1 1.20 |  11.21 -1.00 -1.00 -1.00 |  329.50 2154.00 306.50 317.00 353.50 280.00
765 13 1 4.00 |  5 2 795.00 3737.29 6703.54 45.00 15.00 40.00 | -1 -1 -1 -1 -1 75 1 -1 1.20 |  12.47 -1.00 -1.00 -1.00 |  333.50 1927.00 310.50 635.00 357.50 177.00
766 13 1 8.00 |  5 2 795.00 3737.29 6703.54 45.00 15.00 40.00 | -1 -1 -1 -1 -1 75 1 -1 1.20 |  12.91 -1.00 -1.00 -1.00 |  337.50 1655.00 313.50 1021.00 360.50 72.00
769 13 1 12.00 |  5 2 795.00 3737.29 6703.54 45.00 15.00 40.00 | -1 -1 -1 -1 -1 75 1 -1 1.20 |  13.04 -1.00 -1.00 -1.00 |  317.50 1396.00 341.50 1296.00 364.50 36.00
770 13 1 16.00 |  5 2 795.00 3737.29 6703.54 45.00 15.00 40.00 | -1 -1 -1 -1 -1 75 1 -1 1.20 |  12.17 -1.00 -1.00 -1.00 |  321.50 1790.00 344.50 901.00 298.50 62.00
773 13 1 20.00 |  5 2 795.00 3737.29 6703.54 45.00 15.00 40.00 | -1 -1 -1 -1 -1 75 1 -1 1.20 |  11.38 -1.00 -1.00 -1.00 |  325.50 2045.00 348.50 556.00 301.50 121.00
774 13 1 24.00 |  5 2 795.00 3737.29 6703.54 45.00 15.00 40.00 | -1 -1 -1 -1 -1 75 1 -1 1.20 |  11.63 -1.00 -1.00 -1.00 |  328.50 2107.00 352.50 339.00 305.50 308.00
776 13 1 0.00 |  5 2 774.00 3638.57 3819.36 45.00 15.00 40.00 | -1 -1 -1 -1 -1 75 1 -1 1.20 |  13.86 -1.00 -1.00 -1.00 |  329.50 1499.00 306.50 1099.00 353.50 93.00
779 13 1 4.00 |  5 2 774.00 3638.57 3819.36 45.00 15.00 40.00 | -1 -1 -1 -1 -1 75 1 -1 1.20 |  13.60 -1.00 -1.00 -1.00 |  310.50 1523.00 333.50 1120.00 286.50 68.00
780 13 1 8.00 |  5 2 774.00 3638.57 3819.36 45.00 15.00 40.00 | -1 -1 -1 -1 -1 75 1 -1 1.20 |  13.68 -1.00 -1.00 -1.00 |  313.50 1746.00 337.50 836.00 290.50 148.00
782 13 1 12.00 |  5 2 774.00 3638.57 3819.36 45.00 15.00 40.00 | -1 -1 -1 -1 -1 75 1 -1 1.20 |  12.85 -1.00 -1.00 -1.00 |  317.50 1987.00 341.50 492.00 293.50 249.00
783 13 1 16.00 |  5 2 774.00 3638.57 3819.36 45.00 15.00 40.00 | -1 -1 -1 -1 -1 75 1 -1 1.20 |  12.37 -1.00 -1.00 -1.00 |  321.50 2027.00 297.50 397.00 344.50 319.00
786 13 1 20.00 |  5 2 774.00 3638.57 3819.36 45.00 15.00 40.00 | -1 -1 -1 -1 -1 75 1 -1 1.20 |  13.65 -1.00 -1.00 -1.00 |  324.50 1834.00 301.50 696.00 348.50 224.00
787 13 1 24.00 |  5 2 774.00 3638.57 3819.36 45.00 15.00 40.00 | -1 -1 -1 -1 -1 75 1 -1 1.20 |  13.63 -1.00 -1.00 -1.00 |  328.50 1552.00 305.50 1057.00 352.50 93.00
789 13 1 0.00 |  5 2 754.00 3544.55 2235.17 45.00 15.00 40.00 | -1 -1 -1 -1 -1 75 1 -1 1.20 |  -1.00 -1.00 -1.00 -1.00 |  -1.00 -1.00 -1.00 -1.00 -1.00 -1.00
792 13 1 4.00 |  5 2 754.00 3544.55 2235.17 45.00 15.00 40.00 | -1 -1 -1 -1 -1 75 1 -1 1.20 |  14.78 -1.00 -1.00 -1.00 |  310.50 1736.00 333.50 437.00 286.50 411.00
793 13 1 8.00 |  5 2 754.00 3544.55 2235.17 45.00 15.00 40.00 | -1 -1 -1 -1 -1 75 1 -1 1.20 |  14.64 -1.00 -1.00 -1.00 |  313.50 1722.00 290.50 595.00 337.50 261.00
796 13 1 12.00 |  5 2 754.00 3544.55 2235.17 45.00 15.00 40.00 | -1 -1 -1 -1 -1 75 1 -1 1.20 |  15.38 -1.00 -1.00 -1.00 |  317.50 1528.00 293.50 822.00 341.50 186.00
797 13 1 16.00 |  5 2 754.00 3544.55 2235.17 45.00 15.00 40.00 | -1 -1 -1 -1 -1 75 1 -1 1.20 |  15.39 -1.00 -1.00 -1.00 |  321.50 1261.00 297.50 1119.00 344.50 115.00
800 13 1 20.00 |  5 2 754.00 3544.55 2235.17 45.00 15.00 40.00 | -1 -1 -1 -1 -1 75 1 -1 1.20 |  15.34 -1.00 -1.00 -1.00 |  301.50 1390.00 324.50 954.00 277.50 202.00
801 13 1 24.00 |  5 2 754.00 3544.55 2235.17 45.00 15.00 40.00 | -1 -1 -1 -1 -1 75 1 -1 1.20 |  15.09 -1.00 -1.00 -1.00 |  305.50 1596.00 328.50 681.00 281.50 274.00
803 211 1 0.00 |  5 2 817.00 3840.72 12085.14 45.00 15.00 40.00 | -1 -1 -1 -1 -1 75 1 -1 1.20 |  11.16 -1.00 -1.00 -1.00 |  330.50 2081.00 353.50 530.00 306.50 142.00
804 211 1 4.00 |  5 2 817.00 3840.72 12085.14 45.00 15.00 40.00 | -1 -1 -1 -1 -1 75 1 -1 1.20 |  10.79 -1.00 -1.00 -1.00 |  333.50 2164.00 357.50 313.00 310.50 261.00
805 211 1 8.00 |  5 2 817.00 3840.72 12085.14 45.00 15.00 40.00 | -1 -1 -1 -1 -1 75 1 -1 1.20 |  11.90 -1.00 -1.00 -1.00 |  337.50 2000.00 314.50 566.00 361.50 162.00
806 211 1 12.00 |  5 2 817.00 3840.72 12085.14 45.00 15.00 40.00 | -1 -1 -1 -1 -1 75 1 -1 1.20 |  12.51 -1.00 -1.00 -1.00 |  341.50 1701.00 317.50 967.00 364.50 76.00
807 211 1 16.00 |  5 2 817.00 3840.72 12085.14 45.00 15.00 40.00 | -1 -1 -1 -1 -1 75 1 -1 1.20 |  12.61 -1.00 -1.00 -1.00 |  345.50 1378.00 321.50 1305.00 368.50 29.00
808 211 1 20.00 |  5 2 817.00 3840.72 12085.14 45.00 15.00 40.00 | -1 -1 -1 -1 -1 75 1 -1 1.20 |  12.07 -1.00 -1.00 -1.00 |  325.50 1787.00 348.50 919.00 301.50 49.00
809 211 1 24.00 |  5 2 817.00 3840.72 12085.14 45.00 15.00 40.00 | -1 -1 -1 -1 -1 75 1 -1 1.20 |  11.20 -1.00 -1.00 -1.00 |  329.50 2025.00 353.50 570.00 305.50 113.00
810 211 1 0.00 |  5 2 817.00 3840.72 12085.14 45.00 15.00 40.00 | -1 -1 -1 -1 -1 75 1 -1 1.60 |  11.40 -1.00 -1.00 -1.00 |  330.50 2106.00 353.50 368.00 306.50 270.00
811 211 1 4.00 |  5 2 817.00 3840.72 12085.14 45.00 15.00 40.00 | -1 -1 -1 -1 -1 75 1 -1 1.60 |  11.88 -1.00 -1.00 -1.00 |  333.50 2055.00 310.50 486.00 357.50 233.00
812 211 1 8.00 |  5 2 817.00 3840.72 12085.14 45.00 15.00 40.00 | -1 -1 -1 -1 -1 75 1 -1 1.60 |  12.85 -1.00 -1.00 -1.00 |  337.50 1764.00 314.50 875.00 361.50 112.00
813 211 1 12.00 |  5 2 817.00 3840.72 12085.14 45.00 15.00 40.00 | -1 -1 -1 -1 -1 75 1 -1 1.60 |  12.88 -1.00 -1.00 -1.00 |  341.50 1377.00 317.50 1279.00 364.50 54.00
814 211 1 16.00 |  5 2 817.00 3840.72 12085.14 45.00 15.00 40.00 | -1 -1 -1 -1 -1 75 1 -1 1.60 |  12.47 -1.00 -1.00 -1.00 |  321.50 1685.00 345.50 1017.00 298.50 43.00
815 211 1 20.00 |  5 2 817.00 3840.72 12085.14 45.00 15.00 40.00 | -1 -1 -1 -1 -1 75 1 -1 1.60 |  11.88 -1.00 -1.00 -1.00 |  325.50 1941.00 348.50 692.00 301.50 119.00
816 211 1 24.00 |  5 2 817.00 3840.72 12085.14 45.00 15.00 40.00 | -1 -1 -1 -1 -1 75 1 -1 1.60 |  10.96 -1.00 -1.00 -1.00 |  329.50 2122.00 352.50 379.00 305.50 201.00
818 13 1 0.00 |  5 2 827.00 3887.73 15797.63 45.00 15.00 40.00 | -1 -1 -1 -1 -1 75 1 -1 1.20 |  13.23 -1.00 -1.00 -1.00 |  330.50 5530.00 353.50 2721.00 306.50 126.00
819 13 1 4.00 |  5 2 827.00 3887.73 15797.63 45.00 15.00 40.00 | -1 -1 -1 -1 -1 75 1 -1 1.20 |  12.15 -1.00 -1.00 -1.00 |  333.50 6096.00 357.50 2208.00 310.50 180.00
822 13 1 8.00 |  5 2 827.00 3887.73 15797.63 45.00 15.00 40.00 | -1 -1 -1 -1 -1 75 1 -1 1.20 |  10.46 -1.00 -1.00 -1.00 |  337.50 7124.00 361.50 739.00 314.50 672.00
823 13 1 12.00 |  5 2 827.00 3887.73 15797.63 45.00 15.00 40.00 | -1 -1 -1 -1 -1 75 1 -1 1.20 |  10.72 -1.00 -1.00 -1.00 |  341.50 6764.00 317.50 1316.00 364.50 277.00
824 13 1 0.00 |  5 2 827.00 3887.73 15797.63 45.00 15.00 40.00 | -1 -1 -1 -1 -1 75 1 -1 1.20 |  12.31 -1.00 -1.00 -1.00 |  330.50 5811.00 353.50 2610.00 306.50 124.00
827 13 1 4.00 |  5 2 827.00 3887.73 15797.63 45.00 15.00 40.00 | -1 -1 -1 -1 -1 75 1 -1 1.20 |  10.85 -1.00 -1.00 -1.00 |  333.50 3360.00 357.50 759.00 310.50 132.00
828 13 1 8.00 |  5 2 827.00 3887.73 15797.63 45.00 15.00 40.00 | -1 -1 -1 -1 -1 75 1 -1 1.20 |  10.15 -1.00 -1.00 -1.00 |  337.50 3545.00 361.50 357.00 314.50 328.00
833 13 0 -1.00 |  1 2 831.00 3906.53 14828.82 45.00 15.00 40.00 | -1 -1 -1 -1 -1 75 4 -1 1.20 |  9.86 9.37 6.09 6.72 |  -1.00 -1.00 -1.00 -1.00 -1.00 -1.00
834 13 0 -1.00 |  1 2 694.00 3262.49 377.79 45.00 15.00 40.00 | -1 -1 -1 -1 -1 75 4 -1 1.20 |  19.92 19.22 17.77 18.56 |  -1.00 -1.00 -1.00 -1.00 -1.00 -1.00
837 13 0 -1.00 |  1 2 715.00 3361.22 663.08 45.00 15.00 40.00 | -1 -1 -1 -1 -1 75 4 -1 1.20 |  17.36 16.93 15.29 15.79 |  -1.00 -1.00 -1.00 -1.00 -1.00 -1.00
838 13 0 -1.00 |  1 2 736.00 3459.94 1163.80 45.00 15.00 40.00 | -1 -1 -1 -1 -1 75 4 -1 1.20 |  16.02 15.85 14.10 14.31 |  -1.00 -1.00 -1.00 -1.00 -1.00 -1.00
841 13 0 -1.00 |  1 2 756.00 3553.96 1988.65 45.00 15.00 40.00 | -1 -1 -1 -1 -1 75 4 -1 1.20 |  14.24 13.90 11.87 12.27 |  -1.00 -1.00 -1.00 -1.00 -1.00 -1.00
842 13 0 -1.00 |  1 2 778.00 3657.38 3585.13 45.00 15.00 40.00 | -1 -1 -1 -1 -1 75 4 -1 1.20 |  12.46 12.24 9.87 10.16 |  -1.00 -1.00 -1.00 -1.00 -1.00 -1.00
844 13 0 -1.00 |  1 2 788.00 3704.39 4686.46 45.00 15.00 40.00 | -1 -1 -1 -1 -1 75 4 -1 1.20 |  11.71 11.54 8.97 9.22 |  -1.00 -1.00 -1.00 -1.00 -1.00 -1.00
847 13 0 -1.00 |  1 2 798.00 3751.40 6126.11 45.00 15.00 40.00 | -1 -1 -1 -1 -1 75 4 -1 1.20 |  23.72 11.30 8.65 22.59 |  -1.00 -1.00 -1.00 -1.00 -1.00 -1.00
848 211 0 -1.00 |  1 2 809.00 3803.11 8225.43 45.00 15.00 40.00 | -1 -1 -1 -1 -1 75 4 -1 1.60 |  14.24 10.81 8.04 12.28 |  -1.00 -1.00 -1.00 -1.00 -1.00 -1.00
851 211 0 -1.00 |  1 2 820.00 3854.82 11044.15 45.00 15.00 40.00 | -1 -1 -1 -1 -1 75 4 -1 1.20 |  19.31 10.21 7.22 17.91 |  -1.00 -1.00 -1.00 -1.00 -1.00 -1.00
852 211 0 -1.00 |  1 2 830.00 3901.83 14436.85 45.00 15.00 40.00 | -1 -1 -1 -1 -1 75 4 -1 1.20 |  73.27 10.05 81.04 72.87 |  -1.00 -1.00 -1.00 -1.00 -1.00 -1.00
854 211 1 0.00 |  1 2 830.00 3901.83 14436.85 45.00 15.00 40.00 | -1 -1 -1 -1 -1 75 1 -1 1.20 |  27.35 -1.00 -1.00 -1.00 |  353.50 1100.00 330.50 1018.00 306.50 14.00
857 211 1 4.00 |  1 2 830.00 3901.83 14436.85 45.00 15.00 40.00 | -1 -1 -1 -1 -1 75 1 -1 1.20 |  34.50 -1.00 -1.00 -1.00 |  333.50 1418.00 357.50 673.00 310.50 22.00
858 211 1 8.00 |  1 2 830.00 3901.83 14436.85 45.00 15.00 40.00 | -1 -1 -1 -1 -1 75 1 -1 1.20 |  23.05 -1.00 -1.00 -1.00 |  337.50 1776.00 361.50 320.00 314.50 55.00
861 211 1 12.00 |  1 2 830.00 3901.83 14436.85 45.00 15.00 40.00 | -1 -1 -1 -1 -1 75 1 -1 1.20 |  21.85 -1.00 -1.00 -1.00 |  341.50 1868.00 364.50 116.00 317.50 115.00
862 211 1 16.00 |  1 2 830.00 3901.83 14436.85 45.00 15.00 40.00 | -1 -1 -1 -1 -1 75 1 -1 1.20 |  17.74 -1.00 -1.00 -1.00 |  345.50 1809.00 321.50 288.00 368.50 45.00
865 211 1 20.00 |  1 2 830.00 3901.83 14436.85 45.00 15.00 40.00 | -1 -1 -1 -1 -1 75 1 -1 1.20 |  35.99 -1.00 -1.00 -1.00 |  348.50 1529.00 325.50 569.00 89.50 13.00
867 211 1 24.00 |  1 2 830.00 3901.83 14436.85 45.00 15.00 40.00 | -1 -1 -1 -1 -1 75 1 -1 1.20 |  28.34 -1.00 -1.00 -1.00 |  352.50 1192.00 329.50 965.00 305.50 16.00
875 211 1 0.00 |  1 2 757.00 3558.66 2042.64 45.00 15.00 40.00 | -1 -1 -1 -1 -1 75 1 -1 1.20 |  36.79 -1.00 -1.00 -1.00 |  306.50 1010.00 330.50 671.00 282.50 128.00
876 211 1 4.00 |  1 2 757.00 3558.66 2042.64 45.00 15.00 40.00 | -1 -1 -1 -1 -1 75 1 -1 1.20 |  36.31 -1.00 -1.00 -1.00 |  310.50 1190.00 333.50 551.00 286.50 186.00
877 211 1 8.00 |  1 2 757.00 3558.66 2042.64 45.00 15.00 40.00 | -1 -1 -1 -1 -1 75 1 -1 1.20 |  31.53 -1.00 -1.00 -1.00 |  313.50 1272.00 337.50 356.00 290.50 305.00
878 211 1 12.00 |  1 2 757.00 3558.66 2042.64 45.00 15.00 40.00 | -1 -1 -1 -1 -1 75 1 -1 1.20 |  34.22 -1.00 -1.00 -1.00 |  317.50 1240.00 294.50 439.00 341.50 244.00
879 211 1 16.00 |  1 2 757.00 3558.66 2042.64 45.00 15.00 40.00 | -1 -1 -1 -1 -1 75 1 -1 1.20 |  27.63 -1.00 -1.00 -1.00 |  321.50 1121.00 297.50 625.00 344.50 150.00
880 211 1 20.00 |  1 2 757.00 3558.66 2042.64 45.00 15.00 40.00 | -1 -1 -1 -1 -1 75 1 -1 1.20 |  33.47 -1.00 -1.00 -1.00 |  325.50 955.00 301.50 769.00 348.50 86.00
881 211 1 24.00 |  1 2 757.00 3558.66 2042.64 45.00 15.00 40.00 | -1 -1 -1 -1 -1 75 1 -1 1.20 |  44.90 -1.00 -1.00 -1.00 |  305.50 986.00 328.50 753.00 281.50 108.00
882 211 1 0.00 |  1 2 777.00 3652.68 3490.37 45.00 15.00 40.00 | -1 -1 -1 -1 -1 75 1 -1 1.20 |  13.16 -1.00 -1.00 -1.00 |  330.50 1929.00 306.50 756.00 353.50 181.00
883 211 1 4.00 |  1 2 777.00 3652.68 3490.37 45.00 15.00 40.00 | -1 -1 -1 -1 -1 75 1 -1 1.20 |  13.55 -1.00 -1.00 -1.00 |  333.50 1630.00 310.50 939.00 357.50 93.00
884 211 1 8.00 |  1 2 777.00 3652.68 3490.37 45.00 15.00 40.00 | -1 -1 -1 -1 -1 75 1 -1 1.20 |  23.10 -1.00 -1.00 -1.00 |  314.50 1116.00 337.50 924.00 290.50 52.00
885 211 1 12.00 |  1 2 777.00 3652.68 3490.37 45.00 15.00 40.00 | -1 -1 -1 -1 -1 75 1 -1 1.20 |  23.63 -1.00 -1.00 -1.00 |  317.50 1360.00 341.50 650.00 294.50 88.00
886 211 1 16.00 |  1 2 777.00 3652.68 3490.37 45.00 15.00 40.00 | -1 -1 -1 -1 -1 75 1 -1 1.20 |  20.39 -1.00 -1.00 -1.00 |  321.50 1493.00 345.50 446.00 297.50 179.00
